idx,text
57857,"I wear Aventus to work daily, we have 100's of customers a day and I rarely go a shift without somebody making a comment. I've never received a negative comment, people I'm familiar with will often say ' I thought I could smell you ', or ' I knew you were here before I saw you '. But they always explain that it's a good thing even though I smirk and laugh. Green Irish Tweed also gets comments but somebody did once call me out for overspraying it. I've not had any success with any of the others I've owned."
57858,"My husband wears Aqua di Gio and it's delicious. Not much of a cologne girl but this stuff smells fantastic. 

Sephora sells a sampler pack of colognes that is worth picking up if you're looking for something new. It comes with a coupon that gets you a full-sized bottle of whatever scent from the sampler that you end up liking. Good deal!"
57859,"My girlfriend and I went shopping for cologne one day and we picked this out. I rarely wear it, but when we were doing the long distance thing I would always put it on before we met. It was a 14 hour flight and when we hugged she would always take a deep breath and give me one of those sexy smiles. I always thought she was crazy, but according to her that stuff could make me smell good even after a long travel day."
57860,"PEOPLE! Yeah, Aqua di Gio smells good and all but it loses its touch and uniqueness when every single average joe wears it! It's the most common and well known cologne for men out there. Go out and find an interesting and unusual scent that fits with you and your personal scent!"
57861,Caveat emptor.  Aqua di Gio is the unmistakable smell of douche.
57862,You're thinking Axe.
57863,"Picked out **Bvlgari Pour Homme** for my ex when we went shopping together at Sephora; I swear that stuff has got some mighty strong panty-repellent mixed into it. I couldn't keep off him when he had it on. I'd bury my face in his neck and breathe deep, wishing I could eat him up and swallow him whole."
57864,Panty repellent?
57865,"Yea, it keeps the panties off."
57866,"Main Entry: 1re·pel·lent
Variant(s): also re·pel·lant \ri-ˈpe-lənt\
Function: adjective
Etymology: Latin repellent-, repellens, present participle of repellere
Date: 1643

1 : serving or tending to drive away or ward off —often used in combination <a mosquito-repellent spray>
2 : arousing aversion or disgust 

i think you need a new word"
57867,You Anal Alice. You Killjoy Karen.
57868,Please tell me there is more where that came from. I literally laughed 30 seconds straight at that.
57869,"hahahah dude, this comment was from four months ago, did you really only just see it? 

And yes, there is plenty more where that came from, as long as you weren't being facetious :)"
57870,"Yeah I just got it. I never got an orangered from your reply? Anyway, im not being facetious, im serious! HAHA I was looking through some of your comments and your a super witty chick."
57871,"haha well, thanks!"
57872,I've got that one and I always get complimented on it.
57873,Just some advice: colognes and perfumes smell different on everyone. It mixes with your skin smell/personal scent/pheromones. I always go try a few on before buying new perfume. Wait a few minutes after dabbing it on your skin and the smell will be different than if you just spray it in the air.
57874,"You are correct sir, this is particularly true of colognes with metallic tones, e.g. davidoff echo. The smell that we traditionally associate with metal, is actually only the smell metal has after reacting with the skin."
57875,Well this is nice.  So... the best smelling cologne is... EVERYTHING
57876,"I consider myself somewhat of a cologne aficionado, here's a list of my favorites

* (1) Issey Miyaki pour homme 
* (2) Very Sexy for Him (Victoria's Secret)
* (3) Gucci by Gucci
* (4) Lacoste pour homme

According to an eager sales guy at Macy's, a lot of my favorite colognes have sandalwood essence in common"
57877,Which Issey Myaki is your favorite?  Would you happen to have a link?
57878,"I like both Lacoste pour homme and Lacoste essential. Both of those make me want to lick my boyfriend's neck, to try and taste the smell (Pro tip, doesn't taste as nice as it smells.)"
57879,Your review just made me place a order..... We will see how the girlfriend responds :)
57880,Issey Miyaki is my absolute favourite. It's like heaven in a bottle.
57881,Very Sexy is my choice.  Hands down IMO the best for my body type.
57883,Titties wants to know what you meant by that.
57884,I sure do like my YSL L'homme.
57885,L'homme is my favorite scent. I try not to tell people about it because it's oh so delicious
57886,absolutely my friend.
57887,"Is this the one with the octagon shaped cap?  If so, dang, probably one my all time favorites...after my top 4"
57888,"Yep, exactly the one.

I didn't even really like it at the time of the purchase; I had tried a ton out at the counter at a Nordstroms and this was the one I 'settled' with.

I've come to really enjoy it."
57889,"Cologne depends on where you are going, what you are wearing and what time it is. Here is what I use and recommend:
Everyday: Ed Hardy Love and Luck; Issey Miyake
Club wear: 212 - Carolina Herrera; Black by Kenneth Cole; Versace Pour Homme 
Rule of thumb: light, sweet, fresh scents for everyday; basically anything thats not overpowering. 
When you go out use something heavier, bolder and something that lingers. But dont over do it. 

If your body chemistry sucks don't spray cologne on your skin, spray it on your clothes. 

(Used to work in a perfume/cologne store for few years)"
57890,I love Aqua di Gio by Armani.  I have a hard time not crawling all over men wearing it.
57891,"It's called Sex Panther by Odeon. It's illegal in nine countries... Yep, it's made with bits of real panther, so you know it's good. They've done studies, you know. 60% of the time it works, every time."
57892,Stings the nostrils....Brian I'm going to be honest that smells like pure gasoline.
57893,That makes no sense.
57894,It smells like a turd covered in burnt hair!
57895,"Aqua di Gio, hands down."
57896,Obsession by Calvin Klein.
