idx,text
11654,A new bicycle. He rides it to work every day he can!
11655,"A comfortable place to stay for all eternity.

It's ok, he ""urned"" it."
67315,Nice
11657,This guy cremates
11658,"My dad always wears slippers around the house. When I was ten, and doing pottery in art class at school, I got the strange idea to make him a clay slipper with a rocket on the back and wings on the side. As far as I can recall, there is no interesting or touching story associated with it. My dad is pretty no-nonsense, he doesn't have a weird or ironic sense of humour or anything, but that slipper still sits on the mantle, 20 years later. I think it's just been there for so long it's never occurred to him to take it down."
11659,"My dad, for years, had mentioned wanting to go kayaking, just around a lake or something. I found a place that does rentals on a nearby river (really, calm, no rapids at all) and paid for a 15 mile/5 hour kayak float trip. It was super cool, but going out on the water on a mid-June afternoon kinda sucked. My parents liked it so much they went and bought a set of kayaks and go out kayak fishing pretty much every weekend now."
11660,"My dad wore his annual Father's Day shirts until they were transparent. When he passed, I found them all in a box in his closet. He never threw one out."
11661,"His coffin. I gave it to him last Father's Day so he wouldn't have to worry about my moms finances. I'm still paying it off. 

Edit: Yes, my dad passed away. Last June on my husbands birthday."
11662,Dark but thoughtful.
11663,"For a second I thought you were going to say he passed away. I'm glad he's still kicking, and it sounds like you are very thoughtful! This is a really nice gift. 

My parents are nowhere near old enough to be planning for their ends, but I sometimes think about starting to anyway. I know it's morbid to think about it,  but my parents were high school sweethearts, got married at 18, waited 16 years to have kids, and have been married for over 35 years now. I can honestly say that I know they love each other because of the small things they still do for each other all the time. They still hold hands sometimes just walking around the grocery store for goodness sake. 

 I just know that when one of them passes, the remaining one will just be destroyed emotionally. I am so sad thinking about it, but planning their funerals would probably make it easier on all of us. 

How did you go about giving him a coffin? Like, how did you tell your dad you were doing that without him getting offended? Obviously the intentions are good, but I'm  worried he thinks I'll be calling him old or that I'm anticipating his death."
11664,"I made him a belt when I was 7 or 8 and my mom put me in leather craft. I had this star shaped punch and used it to spell out ""daddy"" which is weird cause I swear I only ever called him ""dad"". Except I was your typical 7 year old and ran out of room, so it looks like:

**

*****

*          *

*           *

*        *

*****

Fuck I can't handle this ascii art I'm too dunk.

Look I ran out of room so the Y is like rediculously thin since i ran out of room.

It's also an ugly tan colour.

It's also back wards (like for a lefty)

Anyways he still wears the damn thing like 30 years later, and it makes me happy whenever I see it

But over the years I've had more than one friend ask if my dad is some sort of pimp since he wears a daddy belt...

Love you dad, you're my hero!"
11665,"I bought my dad a wooden battery box when I was 10 or 11 at a dollar store. He kept it stacked until he died, always able to power up birthday and Christmas presents for us kids and then grandkids. Now I keep it stocked, although most the kids toys come with built in batteries now. I always have fresh batteries for the remotes and fire detectors though."
11666,"When I was really little, I gave my dad a coin that says ""World's #1 Dad"" on it. He keeps it in his wallet and never takes it out unless he's showing it off. There's a permanent ring in the leather now."
11667,"Nose hair trimmers. 

My dad usually says gifts are a waste of money and that people should get useful things instead.

He uses that sucker every Sunday night. My brother's been trying to top it ever since."
11670,"Does it say ""Bad Mother Fucker"" on it?"
11671,Looks like you have a gift idea for this year!
11672,nice subtle way of saying: as you get older.. look who's gonna help take care of your money. huh?  uhuhh?
11673,"From the other side, I got this paperweight from my son when he was two. He's graduating Saturday. http://i.imgur.com/3H4WGpB.jpg"
11674,"Nice. I'm similar. My kids gave me an Opel Brand keychain when they were little. People ask me why I have an Opel Keychain all the time.

All I can tell them is: ""My kids gave me this"" and then if they don't understand screw them.

btw, I've never owned an Opel."
11675,"First off, I am a 34 year old man. When I was in jr high school, I took both shop class, and home ec. For home ec one time, we sewed together sweatshirts with a design of our choosing, from whatever type of catalog we were using at the time. I picked out a pattern that had a design of a cheetah, hanging from a tree limb, and there's a quote that says ""just hangin' around"" on it. I gave it to my father for father's day like, 22 years ago, and I'll still go to his house and see him wearing this fucking old ass ""just hangin' around"" sweatshirt. Cracks me up inside every time I see it."
11676,I get him fake flowers. He likes them. He died in 2008. Dead people fucking love that shit.
11677,"It was kind of a second hand gift I guess. I bought myself a red and white yeti cooler. Not the biggest one, but it was a bigger sized one. I got tired of lugging the big bastard around so I gave it to my dad on Father's Day. He loves it and has used it just about every weekend for the past 3 or 4 years. Also he's a huge Alabama fan so the color of the cooler goes well with his fandom."
11678,"When I was little, my mother bought this small wooden statue of a ship's captain so my brother and I could give it to him (Dad was in the Navy). He still has it, some 20 odd years later, even though the paint is chipped and faded and we've been through several moves."
11679,"My father is dead.  He was a fantastic mechanic, and I bought him tools."
11680,I'm sorry for your loss :( What was he like?
11681,"He was a great dad.  Very practical, taught me you could pretty much do anything if you had the right tools.  And he did just about everything.  Taught me the whole time, essentially taught me to be fearless. We played sports, watched sports...  Even my sister, who is a total girly-girl, refinished her outbuilding by hand, thanks to my father's teachings.  He died of an MI, but also had stage 4 colon cancer.  That is a very silent killer.  We had no idea until it actually perforated his intestines. Take care of yourselves, people."
11682,"When I was arou d 8 or 9, I made this crappy little centaur out of scrap wood for my dad. Painted it to look like him as best a kid that age could. Its still in his office to this day, I'm now 23 almost 24. He uses it to hold his safety glasses. Kind of makes me tear up."
11683,hatred towards me
11684,"Depends what you mean by use. 

He got cremated with a pillow I made him. 

Bitch, that took hours to make! You could've given it back."
11685,"Ties, gets a ties every year and always wears that same tie until he gets a new one as a gift."
11686,I usually try to get my dad a fanny pack every year. Classic Dad.
11687,"Got dad a stag handle, folded steel knife. For cheap Pakistani steel, it took a hell of a blade. That thing has remained razor sharp, and it's his go-to work knife. I think it was only like $30, we made a better sheath for it. 

Worked out so well that I bought myself a fixed blade one, great work knife"
11688,Do you have a link to the knife itself or somewhere I can buy it? That sounds like a steal and something I'll use.
11689,"Zippo, Knife, and a flashlight. 

these are the only things I get him really, and hes always happy, that man cannot have enough flashlights"
11690,An ipod nano. I don't know how it has lasted so long.
11691,"Gerber multi tool. Bought him the first one when I turned 16 and got my first job. He's had it on his hip ever since. He broke the 1st one, mom made him keep using it until the next gift holiday so I could replace it. That's been the drill ever since. They seem to last him about 5 years. Gave him his 3rd one at Xmas this year.

Edit: this is the one from Xmas 2016 http://www.gerbergear.com/Multi-Tools/One-Hand-Opening/MP400_45500"
11692,Shoe polishing kit.
11693,A full set of screwdrivers in a nice little carrying bag. That man protects that little bag of tools with his life and carries it with him frigging everywhere. It makes me happy that I gave him something that he could have bought for himself anytime but never thought to.
11694,"I once made my father a mouspad in elementary school. Now of course by ""made"" I mean our teacher spoon fed us step by step directions of how to apply a plastic layer to the padding. However, we got to put a drawing between the plastic and the padding so I made some crude drawing of my dad as a super hero called super dad (creative genuis, I know. RIP my theater degree sorry dad) and while it used to be his work mouse pad, it now resides in our den for my parents computer. Now he's not super tech savvy so he doesn't use the computer a lot but my mom gets a lot of use from it, so if say it turned out okay. 

Sorry for grammar and probably spelling"
11695,A walking stick from Germany.
11696,"A ""Worlds Best Mom"" coffee mug."
11697,He hung the painting I made for him.
11698,I'll get him something this year to show the amount of care he's put into being a part of my life: absolutely nothing. I'm glad people have good dads to celebrate on Father's Day but mine's a piece of shit who chose my step mom and her kids over my brother and me. I thought I was making things right with my relationship with him after not being in contact much for a long time. Then he refused to show up to my wedding. Done.
11699,"A pen/pencil holder I made in second grade. It was a frozen orange juice can with lots of tissue paper applied on it. Over the years, the colors all faded out, but he kept it on his dresser and used it. He died last May and it's still on his dresser."
11700,I looked at for a map
11701,His ability to celebrate fathers day.
11702,"Aviator sunglasses. Every Memorial Day I come back home and there he is, sitting on the lawn in his sunglasses."
11703,Disappointment
11704,Me and my sister have him a card when we were 5 years old and sometimes I catch him looking through the drawings we made for him :)
11705,A grill set that is golf themed.
11706,A bunch of love.
11707,A T-shirt that I got free with a case of beer. He's been rocking it regularly for years now
11708,A tie...Every year he gets a tie...
11709,A cordless power tool combo kit. He loves those things. This was maybe 10 years ago? He still uses them and always calls/texts to tell me when he does.
11710,"Those cheesy Father's Day shirts (""the dad, the myth, the legend,"" and the like) people usually buy as a joke.  My dad loves them and wears them all the time."
11711,"I made my dad a toolbox when I was in junior high. He wasn't a construction man by any means but it was a school project we did. Either that or a birdhouse.

Fast forward 9 years and he started using it when building a new deck at our house! Kinda cool feeling to see it brought back out from the depths of my childhood."
11712,"HBO and Netflix subscriptions. We share them so I don't mind paying for it each month, but his mind is still blown by how cool streaming services are."
11713,"Well, there was that casket...."
11714,"Ring holder by his computer keyboard. He lost about 4 wedding bands because he likes to take it off while typing (fingers swell, metal clicks against the keys), and mom was really getting frustrated that they just kept disappearing. Got him a simple little stone bowl that he leaves it in and problem solved. $15 solution to otherwise expensive problem."
11715,"Gift cards (the ones like credit cards), because I never know what to get. He combined a couple of them from Father's Day and his birthday one year and got his first smoker, wood for it and some accessories. He did pay some out of pocket, but it helped with the initial outlay. He still uses that smoker too, unless he wants to go grill style rather than cabinet."
11716,Zip ties! Got a huge pack for him 10 years ago. Still see things around my parents house jerry rigged with them
11717,A small toy pig for his car. I gave it to him when I was 8. I'm 21 now and he still keeps it on his dashboard.
11718,"That was a giftcard, and I wrote: You’re the best, Dad. I love you!"
11719,Air compressor...he loves it.
11720,"Every year for Father's Day (or the weekend before/after depending on if I am out of town for work), I will take my dad golfing or on a camping/fishing trip just by ourselves.  I feel like it's a lot better than giving him ""stuff"".  Making memories with him is huge for me, even though he's only in his 40's.  Seeing a lot of folks on here whom have lost their fathers makes me really want to enjoy our time together. Anything can happen at any time, and that scares the shit out of me."
11721,"For about six years (since my grandparents got married), my brother and I have given him a flashlight each holiday. I have no clue how it started or even why, but we've kept it going. He has a huge shelf above their fireplace that he custom-built for all of them and he brags about them every chance he gets. It's adorable, honestly."
11722,I get my dad little knick-knacks. He keeps them in his top drawer.
11723,"I always made my dad little things every year, and when he died I found them all in a box in his nightstand. It was awesome to know that he kept them all."
11724,"My oldest is now 20. He's given me one of his GI Joe figures, a Lego stormtrooper, a Hot Wheels and a 5 pack of gum. They're all in a little wooden chest. I don't think he knows."
11725,"A Chromebook. My dad is a babyboomer who has had a decent life, but never got into technology. I bought him a Chromebook three years ago and he uses it daily to assist in the tasks he does. His browser favorites are all farming, cattle, and trading sites like Craigslist, but he is making great use out of it.  This year I plan to introduce the concept of smartphones."
11727,Is this still a good gift when the daughter is 19? That would save me some money
11728,"Write down the best day with your dad or the best thing he taught you. Put it with a picture of you and him. Doesn't cost much or anything if you have the paper and picture, but it's priceless if you're a parent."
11729,...and put the letter and the picture under a rock.
11730,"Better yet, wrap it round the rock and throw it through the window."
11731,That's cute as shit. How long ago was that?
11732,Last year on Father's Day.
11733,"My wife asked me why I carry my gun in the house. I replied ""Decepticons."" She laughed, I laughed, the toaster laughed, I shot the toaster."
11734,This morning
11735,"'Jesus Christ Marie, They're minerals!'"
11736,"That's adorable. I'm picturing her being 35 now, coming home to visit her parents and seeing that damn rock on the mantle."
11738,Did the cone spiders hatch from it yet?
11739,"My cousin also gave me a pinecone that he painted pink and green (my favorite colors) and put googly eyes on it. It's lost an eye, but that thing goes with me everywhere I move to."
11740,"My old man has never seemed disappointed by a slightly above average bottle of booze. He shakes the box every time. ""Yep sounds about right!"""
11741,I would be very happy if my wife got me a $45 bottle of bourbon :)
11742,"Let's have lunch.  I would rather spend a bit of time with my kids than get a gift.

Edit:  Thanks so much for the gold.  Happy Father's Day!"
11743,"So very much this.  I only get to see my son a few times a month.  I have him on Father's Day this year and could not be more thrilled.  Even if all we do is sit and play video games and eat reheated pizza, it would be the best Father's Day ever."
11744,"Reheated pizza? Hell no, eat it cold."
11745,"Eat it cold? Hell no, toast that shit up on the cast iron skillet."
11746,Eating cast iron skillet reheated pizza right now
11747,"Somewhat related, I'm inheriting my father set of cast iron skillets when he dies. He has had a full set over 30 years. I might be looking forward to it, just slightly."
11748,"i was sharing this with a co-worker the other day that this is the one good thing that would come out of my fathers passing... i will miss him dearly, i will want him to be in my life, but i get his set of cast iron pans, seasoned for pushing 80 years now, in perfect condition.... 

but at the cost of my father... :("
11749,"Love my dad, but yeah I'd get the pans and the guns. I'm looking forward to the pans most of all.

Hope he lives long, but soon as he passes I'm grabbing those pans."
11750,"Can confirm, this is how I always heat up Pizza: http://imgur.com/gallery/Gvzp5yA"
11751,"Can confirm, it is how he always heats up pizza"
11752,Plane ticket to see my father is more than $50 sorry
11753,Skype lunch date
11754,I would rather fly to him then try to teach him how to use a computer
11755,"You're right, teaching him how to use a computer would be much easier to do in person. You should definitely fly to him first, and *then* teach him.

(You should have said ""than"")"
11756,That's a graduate-level Dad Joke right there.
11757,"My kids are adults now, and my favorite fathers day was going to see a movie together and then dinner."
11758,"Spend money on experiences, not things. I love it. Happy Father's Day, dude!"
11759,This guy is the rightest. I either take my dad to see a movie or go fishing or something. I can tell he appreciates it more than some lame gift. Its raining this weekend so I'm going to take a day off next week and rent kayaks and go fishing.
11761,"I'm giving my dad $49.99, guess I just love him a little more than some people"
11762,Im giving it to him in pennies so he'll have fun counting it too!
11763,I'll throw in one dime just for extra fun!!
11764,"*Dad sits down at the kitchen table and dumps out his bag of coins.*
""Lets see how much the little bastard got me this year. $0.01, $0.02, $0.03... $31.34, $31.35. Wha, what's this? A dime!? What the hell? Wait! Where was I?!? KYYLLE!"""
11765,God dammit Kyle.
11767,I am your father.
11768,That explains his face
11769,"I sent my dad a bag of candy penises. On the card I wrote ""what do you get for the man who has everything? Does he have a bag of dicks? Likely not. Well, he does now. Happy father's day!"""
11770,"Dear Dad,

Eat a bag of dicks."
11771,"Roses are red.

Violets are blue.

Eat a bag of dicks, Dad. 

I love you."
11772,"Pronounce Dad right, and you can even get a second rhyme in there"
11773,Roses are rad! Cowabunga!
11774,Where does one go about acquiring said candy penises?
11775,"I think the company that makes them is called Big Black Cock, try a google image search.  If not I got a sweet deal on a bag of candy penises at hairybears.com.  (it was a few years ago, I am not sure if they still sell them.)"
11776,"Oh ho ho, you won't get me like that again!"
11777,Fool me once shame on you. Fool me 17 times and I may have developed a fetish
11778,[ candy penises](http://dicksbymail.com/) This is now in my browsing history. You're welcome
11779,Sex shops always have a bunch of funny penis-shaped items for bachelorette parties
11780,Disappointment is free.
11781,I get my dad that every year!
11782,Guess who's still not married!
11783,You don't have to be married to be a father.
11784,But you do have to have sex.
11785,"This reminds me of when my mom wanted to know what we would have for dinner mother's day.

She asked ""What are you making me for mother's day?""

I replied ""Disappointed.""

And then I laughed."
11786,But he gets that everyday. It's a special occasion!
11787,So gift-wrap it.
11788,"Well my dad used to have an NES when the first came out. Him and I used to play it all the time until it broke.  My mom ended up throwing it away.  This last Monday I walked in a game store and found one with new internal parts that works.  I grabbed it, an extra controller, and a mario cartridge. I'm gonna have them set up to go for when he wakes up the day after Father's Day (which is actually his birthday)."
11789,It's my birthday too! Can we pretend you have 2 dads on that day?
11790,"Honestly, just a card and a quiet day for me is fine. No need to spend a lot of money."
11791,"Ok, thanks dad"
11792,"No problem. Cheesy, I know but it's honest. No if you *want* to spend money then a new Harley will do."
11793,My dad has been hinting about a Ferrari he's always wanted. I've been buying him the Hot Wheels version every year for Father's Day.
11794,Are you a bear?
11795,(￣(ｴ)￣)ﾉ Yep.
11797,I'm not entirely sure what I expected.
11798,I would disown my kids if they got me a card. They know I think cards are a waste of money. I'd rather they just say Happy Father's Day. And spend the $4 on candy bar.
11799,"My Dad hated cards until I started buying cards that I would ""vandalize"" into something funny with doodles or writing things like ""UGHHHHHH FEELINGS"" if it was a mushy card."
