idx,text
61298,"Finall Fantasy X is my favourite RPG on any console since it's my favourite game of all time.

But also Final Fantasy Type 0 - seriously, more people need to play this game. It has a cast of diverse characters an amazing soundtrack and a very different feel to any FF game - the closest would be VIII I think with the military schools.

I really enjoyed Tales of Berseria too. I thought the characters were all incredibly likeable and the combat was super fun. The main character is unfortunately supremely overpowered, rendering most fights a walk over if you play as her but it was still fun.

The story was extremely generic but the combat and characters easily make up for it. Magilou alone makes up for it.

If you're the kind of person that counts the SoulsBorne series as RPG's then all of those too. Personally I see them as action adventure games with RPG elements but a lot of people would say they're RPG's - especially since you can design and spec your character however you like."
61299,"I freaking LOVED Type 0. I wish the combat wouldn't be as clunky and shallow, but the rest is perfection in my opinion. It's the most extremely graphical Final Fantasy I've ever played, the story is tragic and mindblow, the characters are all diverse with different nice playstyles... and the music, holy jesus of RPGs."
61300,"YES! I was surprised by the epic scale of it given it was originally a handheld title.
I actually didn't finish my second playthrough, I need to pick up where I was, at some point. I just need to remember to make the different choices."
61301,"I know what u mean about the souls borne games and I'd agree to some extent but the only reason I had multiple playthroughs on them were the rpg elements, cosplaying as one of the bosses was very fun for me. Bloodborne being called fashionborn shows a lot too."
61302,"Oh I definitely agree on the replay value. I've never got into cosplaying the bosses but I love to come up with themed characters and limit them to only abilities and gear that would make sense for them.

Which in essence, is playing a role... I just can't list them as RPG's personally. I totally understand why people do though!"
61303,"Final Fantasy IX and X, Disgaea 1 and 5, and Dragon Quest XI."
61304,Dragon Age
61305,"Good response, thank you u/SquirtGirl69"
61306,Digimon Cyber Slueth. They are turn based with depth.  Lots of talking but a very addicting jrpg
61307,Whats a Digimon?
61308,"When you say RPG, are you talking more JRPG types? Resonance of Fate got a rerelease on PS4 and it's super underappreciated."
61309,"Ys VIII is a pretty solid rpg for me. The others like p5, FF, nier are a given."
61310,Odin sphere leifthrasir
61311,KINGDOM FUCKING COME DELIVERANCE MY DUDES
61312,Dude Skyrim for PSVR. This stuff is amazing in VR.
61313,"In no particular order...

* **Battle Chasers: Nightwar**
* **Persona 5**
* **South Park: TFBW**"
62500,Dragon Quest XI
