idx,text
70568,"Depends on where you live a bit, but internet related technologies. So information technology, computer science, networking, etc. A CS grad w a couple decent internships under their belt typically lands a healthy salary in any tech friendly city. Bay area most likely 100k on day 1."
70569,"Thanks, I have been looking into a CS degree but am worried because there seems to be a lot of high level math involved, unless I'm wrong. Do you think perhaps a computer information technology degree would be easier but just as beneficial to me?"
70570,"There are zillions of online resources for this that will give you good exposure to various technologies, from 101 and advanced. Spend some time w some basic tutorials, get a feel for what might interest you, then dig deeper. 

In the end, you're going to have to work hard, there are no shortcuts, only better routes. No one is a natural and just nails math, or anything else, they work at it. Get some late night focus sessions going, make it important to you, find your growth mindset. It's all up to you, no one else is going to make it happen. Want your 6 figures? Go get 'em."
70571,"That seriously motivated me a lot more, I might just do it. Thanks man"
70572,"CS major about to graduate here. Math and science needed in the major are the basics (up to calc 3 and electricty/magnetism/1 chem class). Any other math you do is specifically tailored for the major (numerical methods, algorithms, lambda calculus) and that's the extent of those subjects I've had to deal with. Each university is different but I feel it shouldn't stray too far from this."
70573,Thanks for your input. Unfortunately I barely passed algebra 2 so I doubt it is for me :(
70574,Systems administrator 🔥
70575,Thanks dude
70576,"I mean, depends on what you consider ""soon"" after graduating and what you consider ""too many years"" in school. It depends greatly on the area and cost of living, too. I have several friends who are accountants who bank six figures and graduated in 2014. However, they work in public accounting, which is very hectic work schedules for about a third of the year and are great at what they do in big firms.

Then again, you need 150 hours to qualify to sit for the CPA exams, which public accounting will probably require to hire you, so...again, depends on your expectations."
70577,Within 5 years or so would be nice. As for school...the most I wanna spend in college is 8
70578,"They do offer 5-years Masters programs at some schools, so you can get your bachelor's and Masters degree in Accounting within 5 years. But then you'll have to study for the CPA exam after that for up to a year while working, so it's up to you. Depending on your state, too, they may count some of your upper level psychology credits towards the 150 limit (that's what they're doing for me with my old biology credits since I used to be a biology major, now accounting major)."
70579,I don't mind that kind of timeline but the bottom line is accounting is pretty math heavy isn't it? I could be wrong though
70580,"Nah, speaking as a senior accounting student, it's just addition/subtraction, basic algebra stuff. The harder part of accounting is remembering all the rules and exceptions."
70581,No way. Wasn't expecting that at all. My school offers accounting with concentrations in either information systems or professional accountancy. What do you think is better?
70582,"Professional accountancy is a weird term; I'm guessing that means they maybe focus on more accounting electives so you have enough accounting credits to sit for the CPA exams. Information systems is really hot in the accounting world because a lot of accounting majors also perform IT audits. I would just speak to an adviser and research the requirements of the CPA exam for your specific state (every state is different unfortunately). 

Yeah, math is a big misconception for accounting. We did have to complete business calculus and a couple stats classes, though, but after that, smooth sailing lmao"
