idx,text
59110,"Dior Hypnotic Poison has been my go-to for 15 years, it has always attracted positive attention. It has such an exotic, warm scent. Very sexy."
59111,"Mine, too. It's just gorgeous."
59112,dahlia and vines by nest gets me the most compliments from other women—men don't typically compliment me.
59113,"Indigo from Nest has gotten me tons of compliments! It's such a complex and intoxicating scent. Fuck it, I'd recommend anything by Nest."
59114,Midnight Fleur by Nest is my favorite perfume! I really want to smell their new Black Tulip fragrance as the notes sound like something I would enjoy.
59116,"Here, fragrance net has 1 oz bottle for only $19. The deal is only until the end of today, so hop on it!

http://www.fragrancenet.com/perfume/coach/coach-poppy-blossom/eau-de-parfum#253737"
59117,Yes the D&G Light Blue. I put it on my my husband immediately starts burying his head in my neck to smell me. He bought me a huge bottle of it so I could use it frequently.
59118,I've never worn perfume but I'm interested. Is this something one wears every day? Or is perfume a special occasion type of deal?
59120,My piano teacher would get strong migraines from perfumes and body sprays - always good to check if the people around you can handle it :)
59121,"Mine is definitely Light Blue, by Dolce and Gabanna. Hands down my favourite perfume."
59122,The men's cologne version of this is hnnnnngggghhhhhhh.
59123,I swear that cologne is my weakness. SO GOOD.
59124,"Mine is Moschino, ""I love love,"" which is soooo similar to Light Blue."
59125,Came here to say this!!
59126,"I love this one so much, and to my delight, it also gets copious compliments."
59127,Tom Ford Black Orchid and (surprisingly) Noir Tease from Victoria's Secret!
59128,"Yes!  I love Black Orchid!  So far it's the only perfume I've found that doesn't smell soapy on me, not that I've done a ton of looking.  I've been stopped on the street multiple times because of it.  Smells amazing.  Sometimes I also just wear jasmine oil (cut with a carrier oil, of course!) and I get tons of compliments on that too."
59129,"I feel silly saying so... But Fantasy by Britney Spears. No joke. I never stopped wearing it when I got past my teenage years, and I get compliments from strangers on it. I'm embarrassed to tell anyone what it is, but hey, whatever works."
59130,"By far, Chanel Coco Mademoiselle!"
59131,"Yas! Never met anyone else who wears it, but I love it."
59132,"Marc Jacobs by Marc Jacobs. It's not as commonly known compared to Lola or Daisy, but I love the light jasmine nectar smell. It's my daily wear scent. For evenings, I go with J'adore Dior."
59134,Nirvana white is my favorite!
59135,"Ugh, I used to get TONS of compliments when I would wear old formula of Miss Dior Cherie. They changed the formula and it smells ordinary and lame now. So I save my last bottle for every now and then so I can savor it.

But I found an acceptable replacement, which I also get compliments on (though not as many) - Coco Mademoiselle. It's not too heavy, not too sweet. It's a perfect every day perfume."
59137,I have no clue because the new formula is clearly inferior. I'm just glad someone else thinks so too!
59138,Bombshell by Victoria Secret. It's killer!!
59139,"Burberry Brit. 

Everyone loves it. It came out in 2003 so it's not super expensive anymore. 

My best friend sprayed some of mine on before we went out, and her boyfriend liked it so much he bought it for her for Christmas."
59140,That was my favorite in high school! It was the first perfume I ever loved:)
59141,"I don't wear it anymore, but a lot of people *flip* over Juicy Couture's Viva la Juicy. I used to carry a rollerball when I was in college in case I felt gross after walking across campus, and people would always comment on it when I walked into a classroom."
59142,Flowerbomb by Viktor & Rolf
59143,"Tori Burch ""Eau de Parfum"", it's sold at Sephora. That or my Marc Jacobs ""Oh! Lola""."
59144,">That or my Marc Jacobs ""Oh! Lola"".

Hah, I'm wearing that right now. The solid version. It's ok, but feels so... mature."
59145,"Nectarine and Honey by Jo Malone! It's floral, smells like sunshine to me (??) and it's kind of a ""soft"" scent since they were designed to be layered."
59146,"My partner is obsessed with the way I smell in Britney Spears Curious, lol. It's what I wore regularly when I was 20 and we started dating so he associates it with good memories I guess, lol."
59147,Ralph Lauren Blue
59148,"In my experience from working with perfumes - certain bases sit better on certain skins! We had this book at the chemist I worked at that told you what kind of base (like floral or musk or fruity - I can't remember now but there were SO MANY) a perfume was and what other perfumes had a similar base. I LOVED Angel by Thierry Mugler and also used to wear (and get a lot of compliments on) Lolita by Lolilta Lempricka - turns out according to this book they were the same type of perfume! Also stayed on my skin the longest. 

I recommend going to a place that has heaps of sample bottles out, smelling some on cards, picking one and spraying it then wearing it for the day! I used to love a Dior one, tried it on my skin and got the worst headaches. Try this for your favourites and then pick the one that lastest the best/smelt the best on your skin because they really can change in scent once they mix with the oils on your skin :)"
59149,Yep your chemical makeup definitely plays a part!
59150,"Honey by Marc Jacobs! 
It draws compliments every time I wear it. It's the perfect day perfume. I've gone through two bottles of it so far. It's so good!"
59151,Ralph Lauren's Romance
59152,Dot by Marc Jacobs. Plus the bottle is adorable.
59153,Pink sugar!
59154,This one is sooooo good if you want to smell sweet :>
59155,"Tom ford jasmine rouge and cafe rose
Thierry Mugler alien
YSL black opium"
59156,Alien by Thierry Mugler! I have had guys stop me just to tell me how good it smells and they ask about it.
59157,I second Thierry Mugler Alien! I will always get asked about my perfume when I wear it.
59159,Yes! I love Gwen Stefani's scents. I got so many compliments on Love. I really liked her L.A.M.B. one as well. Haven't bought anything from her in a long time though.
59160,"Killer Queen by Katy Perry. I was skeptical at first.. but it smells amazing and my husband loves it. I used it as my daily fragrance.

However! Viva La Juicy by Juicy Couture will always be my all time favorite. Honorable mention: Very Sexy by Victoria Secret makes me want to take my own clothes off."
59161,"Everyday: Tease - the Victoria's Secret fragrance

Going out/want to feel a little nicer: Sage and Sea Salt by Jo Malone"
59162,"Not A Perfume by Juliette Has A Gun. All their scents get compliments (I have a sampler), but people go nuts over that one."
59164,All their names are pretty great. Lady Vengeance and Mad Madame are my favorites.
59165,[clean warm cotton](http://www.sephora.com/warm-cotton-P179007) gets compliments literally every single day I swear it. from strangers and shit.
59166,"My go to light scent is Incanto Shine by Salvatore Ferragamo. I've gotten some compliments on that. 

My date night perfume is Lady Gaga Fame. I originally bought it because the bottle is pretty."
59167,"Fancy by Jessica Simpson

Euphoria by Calvin Klein

Jasmine Nor by Bvlgari

Eternity Moment by Calvin Klein

Currently wearing Eternity Now by Calvin Klein - its so fresh and pretty!"
59168,I always say something when I smell someone wearing Drakkar Noir.
59169,"I'm poor so I can't afford the real stuff, but my go to daily perfume was a knock off of 'happy' by god knows who I can't remember >< but my all time favorite and most surprising to people is diors poison! My mom gave me a knocked off bottle she got (she stole her moms in the 80s, and I stole hers in the early '10s) and I recently found an almost exact replica, in an oil base compared to the normal bases. It's so deep and sexy!!"
59170,Stella from the Tocca line. It is sublime! You can find it at Sephora for a sample.
59171,Molecule 01 by Escentrics Molecules. It's a bit of a cult buy and I can never smell it on myself but it's the sort of thing where strangers passing by stop me to ask what it is!
59172,"Lolita Lempicka. This is what I imagine Maleficent would smell like. Forest-y (lol not sure that's a good thing), mysterious, feminine."
59174,Tell me about it. I still have my empty bottle with me because it's too precious to throw out!
59175,I get a ton of compliments when I wear rose oil from this lovely little hole-in-the-wall shop.
59176,"Yay, another essential oil wearer! I wear a lavender/rose mix on dates and bergamot for fancy occasions. I love smelling like tea."
59177,Chloé Love
59178,"I wear a knock off ""bombshell"" that I buy at Walgreens for like 16 bucks. I get so many compliments on it it's the only thing I wear anymore!"
59180,I *love* my Gucci Guilty (for women)! I'm buying Gucci Bamboo next.
59181,Gucci Bamboo is my go-to for everyday. I love it!
59182,"I looked Lovely up on ebay and amazon, it seems like you can get some for a little over $20, free shipping from both. Might be worth looking into!"
59183,I'm pretty sure Narciso Rodriguez' perfume is a dead-ringer for SJP's Lovely. The one in the pink bottle.
59184,"I loved ""lovely"" as well!!!!!! I also have her ""covet"" which is a very mossy, beautiful scent."
59185,Kenzo's Flower since I can't get my usual Vera Wang abroad.
59186,Are you talking about Kenzo Fleur? In the squareish bottle with pink floral designs on it?
59187,Elizabeth & James rose and Derek Lam 10 Crosby ellipses both get me a ton of complements!
59188,"D&G light blue, but for some reason I get way more compliments from men when I wear the lotion and not the spray."
59189,Origins Ginger Essence
59190,I love HER by Narciso Rodriguez.
59191,"Tibetan Mountain Temple from Pacifica. It's really nice, kind of an incense smell but not too strong."
59192,"Paradise by Nest. I bought it because someone at a resturant was wearing it and I had to ask what it was. It's amazing, but not too ""sexy"". Like a mix of sexy, fresh and floral."
59193,"Love, by Auric Blends. It's a roll on.  It gets on everything, seeps into my clothes/hair/bed. I get compliments from everyone! It smells amazing. Also the best part is that guys go crazy for it.. Haha!"
59194,Angel by Thierry Mugler
59195,"Most compliments, probably Hermes d'Orange Verte.

Most comments (intrigued but complimentary), Demeter's Grass + Salt Air. My boss says I smell like winters in Montauk."
59196,"I'm still bummed that Clinique stopped making Happy to Be, but my go-to is the classic Happy. When I have it on, no one ever identifies it correctly; something in my body chemistry alters the scent. It ends up being unrecognizable, but soo summery and fun.

If you do go sampling a variety of fragrances, remember to bring a cup of black coffee or a small packet of coffee beans. Smell one, then smell the coffee. It helps cleanse your nose-palate (I'm sure there's a real word for it but oh well) so you can smell the next one more clearly."
59197,"Hermes 'Eau des Merveilles', Lancome 'Miracle' and Chanel 'Coromandel'."
59198,I wear Gwen Stefani's Harajuku Lovers 'Love' and every dude I've dated goes nuts over it.
59199,"Eau Flirt by Harvey Prince...discontinued and had to get my hands on a bottle through ebay but I get so many compliments and I think it's made to be an attractant (hence the name). 

Also have tried different perfumes with pheromones to see if there is a difference in people's reaction. I noticed one by Raw Chemistry that tends to get people's attention :)"
59200,"They just renamed it Temptress, it's still available! It's just not green anymore."
59201,This is so weird but the first Justin Bieber perfume. The one in the obnoxious flower bottle. I guess it works well on me.
59202,"I've never found a perfume I could wear. Everything turns gross on my skin. I've never tried any of these, though, so maybe I just need a higher quality of perfume! Lots of great suggestions to try."
59203,Spray in your hair!
59204,"this is a great tip, and something I've never considered! thanks!"
59205,Meow (I think) by katy perry
59206,"Miami glow by jlo is my summer perfume, I like white musk from body fantasies ($5 at Walgreens) and Burberry body for winter"
59207,Geurlain Idylle---people have followed me down the supermarket aisle to ask what I'm wearing.
59208,Live colorfully by kate spade :3
59209,"I do Gucci Rush and J'Adore and definitely get compliments on both of those. I also wear Outremer Rose as an everyday thing, because it's pretty inexpensive, and I've gotten a few compliments on that as well. My favorite ever was Estee Lauder Dazzling Silver, but it was discontinued. I've been hanging on to the empty bottle for years so I can smell it every now and then."
59210,Santal 33! I always get compliments when I wear it.
59211,I used to wear the orange Chance parfum by Chanel and got a few compliments but for the past year or so I have been wearing Giorgio Armani Si parfum and now sometimes I get stopped in shops getting oh my god ypu smell amazing whats that?! And all my friends always say how nice I smelt.
59212,"I've been wearing Mackie for 17 years. I haven't smelt it in almost as long, except for the first mist.

I can't wear anything else. My 15 year old daughter refuses to hug me and says I don't smell like mom anymore if I do. 

My husband always says I smell good after I put it on, but he's a serial complimenter sooo....I'm stuck with it for now. Or until my supply runs out, because it's a bitch to find!"
59213,"Wonderstruck Enchanted by Taylor Swift. My SO said that when a girl/women walks by with this scent it makes him miss me because its my scent xD. Also noticed that every time I wear this perfume, my man gets more aroused and I get lots of complements from people :)"
59214,My embarrassing one is With Love by Hilary Duff. I got so many compliments from strangers when wearing it!
59216,"Oh no! I'm sorry to lead you astray, I got mine at Marshalls originally so that makes sense. It's a good scent but not worth paying that much for it!"
59217,"DKNY apple perfumes, the green is my favorite. I think it's called 'Be delicious'"
