idx,text
71872,Game over
71873,My favorite line in that entire film. Tobin Bell was the best actor in that movie and the best part was him simply getting up off the floor.
71874,That weird neck spasm thing he does creeps me out.
71875,What was the obvious way you thought it would end?
71876,"The movie made it look so damn obvious that Zepp was going to be the killer.  Like, when he showed up I was like ""Yeah, that's the killer right there"".  Then the rest of the film happens, yeah it turned out Zepp locked and chained them up in that bathroom, then out of nowhere Adam finds his tape recorder and mind blown.

I literally sat there staring at the credits (and listening to Adam's howling) with my eyes wide open and jaw open."
71877,"Yep, I thought I had just seen one of the most original movies ever after it was over. Well done start to finish and it was low-budget, yet felt like a much greater effort."
71878,Hate the sequels were a parody of the first
71879,Give any movie/music/game series enough time and it'll become self-parody.
71880,"The Game, starring Michael Douglas and Sean Penn. [https://www.imdb.com/title/tt0119174/](https://www.imdb.com/title/tt0119174/)"
71881,"Yes! Definitely a movie you should watch ""blind."" No trailers, no synopses."
71883,"The best part is that we’re told about the twist right away and don’t even realize it. 

“Now you're looking for the secret. But you won't find it because of course, you're not really looking. You don't really want to work it out. You want to be fooled.”"
71884,Not to mention how the bird trick works in the beginning.
71885,I found this the most clever thing about the movie. Only realized it the second time I watched it.
71886,"Shiiiiiiiiiiiiiiiiiiiit... One dies in a cage, and the other is free.

Well fuck me with a rusty cactus and call me retarded, how did i just got that?"
71887,The kid tells us too when he sees the bird trick and says that’s his brother
71888,Explains both tricks in one scene.
71889,"And the main character didn't figure out the secret in the end. He literally said ""every night I went into the cage with fear, not knowing if I will end up in the tank or appear back on the stage"". He thought its 50/50 chance, without knowing that he ALWAYS end up in the tank and drowned!"
71890,"Not to mention he didn't need to kill the copies, just make one and share the prestige.  Like Christian Bale's character(s) did."
71891,Jesus Christ. Why didn't I ever think about that? That makes everything so much worse.
71892,"He didn't trust himself and wasnt able to commit to the trick, that's why when he did it for the first time he shot his clone. The whole film is about commitment and dedication. Remember the scene with the old man and the fish bowl? They had a discussion about how his funny walk with the walking stick allowed him to pull off holding the fish bowl between his legs and he couldnt comprehend how someone could commit to a trick so hard that they made it their entire life and completely ruled it out as an option."
71894,"He may have run the risk of running into another Cutter style situation (was that the actors name?). Angiers past experience was that he was never the man on the stage, never the prestige, and never experienced that applause first hand because he was hidden underneath. He wants to be the man on the stage in order to a) be the prestige and b) beat Borden at his own trick. 

Two Angiers running around could have potentially ruined their own lives. Borden and Fallon have a life long commitment to their art, which Angier (and therefore his exact duplicate) cannot and will not understand. They would fight and argue just as before as he and Cutter did. This is why he has a gun during his first experiment. 

The aspect I LOVE about this is what Angier says toward the end - not knowing if he's on stage or the man in the box. He doesn't know either, so in theory the ""original"" Angier could have been that first copy that was shot dead..."
71895,I thought he had to kill the copies every show to make sure Bordon would be framed for his murder once he showed up.
71896,"It always bugged me that he chose DROWNING as his preferred method... seems like there are more efficient/less painful ways to do it, not even bringing in the fact that he keeps the tanks with all the bodies afterwards. Why?"
71897,"An old sailor told me once, ""it was like going home.""

The parallel to his wife's death, and the reassurance from Cutter that it was painless at her funeral. Only years later does he rectify that by saying that drowning was, agony."
