idx,text
30345,"Scipio was awesome, but i think Hannibal would have won at Zama if the Numidian's hadn't switched sides."
30347,The apostrophe. It doesn't mean what you think it means.
30348,"You're mistaken.  The Numidians employed a legendary war machine, called a *hadn't*, which was operated by a team of highly-specialized mercenary engineers.

If the team of engineers operating the *hadn't* had switched sides, Hannibal would have won."
30349,People are seriously believing your *hadn't* bullshit. I'm giving you an upvote on that alone.
30350,ive decided to spend the rest of my morning reading about this.
30351,Do yourself a favor and download the the three part series [Punic Nightmares](http://www.dancarlin.com/disp.php/hharchive/Show-21---Punic-Nightmares-I/Roman-republic-Carthage) from Dan Carlin's Hardcore History podcast.
30352,"Napoleonic Wars (Waterloo,Borodino,Austerlitz,Trafalgar,etc)"
30353,"Trafalgar for sure.  The British rocked up with 27 ships against 33 ships of the combined French and Spanish navies and proceeded to give them an education in naval warfare.  Battle ended with the British having an impressive 22-0 K/D ratio.

I've been on the flagship Victory and you can feel the history in that ship. It just oozes from every beam and plank."
30354,"Dude, I agree that Trafalger is an emotionally stirring, ""fuck yea"" moment in British imperial history.  I too, have been on the Victory and share the everloving shit out of your sentiment, but please let me present the following points:

That 27-33 is a little misleading.  The British had one less 1st-rate (i.e., the Victory) than the coalition force.  The Spanish/French had NO 2nd-rate ships (90ish guns) compared to the British 4.  The British 3rd rates were mostly 74's and an 80-gun, and the Spanish French had about the same weight.  All in all, the fleets were actually very evenly matched, in terms of broadside weight and square-footage of canvas.  

However, the British were at a decided advantage when it came to having their equipment well-maintained, and also in terms of leadership.  The Royal Navy was fanatical about bringing in ships for repairs, re-coppering their bottoms (made them faster, cut down on rot), and keeping them well provisioned with food, powder, and spare parts.  The Spanish and French weren't so lucky, because their supply chains were more disorganized and infrequent.  

Leadership and training is an embarassment of riches for the Royal Navy.  Nelson was a crazy ass savant when it came to banging hot chicks and winning naval engagements.  He'd been decorated so many times by Trafalgar that he was running out of room to pin the medals.  He had with him a selection of captains that were the best of their day.  Collingwood, Hardy, Berry and others were not as famous as Nelson, but were brilliant in their own right. 

Organization and training were retardedly good in the Royal Navy.  Those guys fucking drilled, drilled, drilled.  Guns were practiced at least once a day, and the Royal Navy was famous for being the only force in the world to routinely practice with live ammunition at this time.  Everyone was cross-trained, so casualties could be backfilled in the heat of battle.  If your buddy got his legs blown off, a topman or sailmaker's mate could step in and help fight that gun, no problem.  British officers went to sea as children, and gradually rose through the ranks from captain's servant to warrant officer to midshipman.  Only midshipmen that proved their worth would actually recieve a real commission as a lieutenant.  Only lucky or extremely capable lieutenants became captains.  This ensured that the person with whom you entrusted a giant fucking floating gun battery KNEW WHAT HE WAS DOING.

On the other hand, the Spanish and French forces were much more poorly led, and understaffed.  The French Revolution culled a lot of good officers from the navy that happened to be aristocrats.  The result was that ships were captained by jumped up bosuns and master's mates.  Good seamen, poor captains.  This effect trickled downward, with less-than capable sailors being called upon to perform extraordinary duties that they weren't prepared for.  Talk about being set up for failure.

The coalition fleet was in poor repair at the time, short provisioned, and ill-trained, and undermaned.  AND they were a coalition.  The British were a unified fighting force, serving one master and one King.  

At this point, you'll realize that the numerical disadvantage has about been compensated for.  Let's go for the clincher:  Tactics.

Normally in that age, ships lined up and shot at each other in pretty little lines.  Nelson said, ""Fuck THAT noise.""  He split his force into two columns, gave one to Collingwood, and proceeded to drive perpendicularly into the French/Spanish line in two place, effectively cutting their force into thirds.  Then, he did what the English, Irish, and Scottish do best:  Go batshit fucking insane and start swinging.

The battle devolved into a crazy-ass melee, where the Royal Navy's overwhelmingly better gunnery began to tell, as they were letting off broadsides at a rate of three for every two French/Spanish.  That's right, the smaller force was throwing half-again as many shots as the big guys.  Fuck yes.

Additionally, the French had a silly tactic where they would shoot for the masts and rigging, hoping to disable the enemy and deprive them of maneuverability.  The Royal Navy's philosophy was a little more simplistic:  Get close and pound the everloving shit out of the enemy until they surrendered or were in a position to be boarded.  

So yea, it all worked out pretty well for the British, except for Nelson dying.  Then, because he was so badass and would have probably gotten toasted during the celebration dinner, had he survived, was preserved in a barrel of alcohol until they could get into port, so as to keep the body fresh for the funeral."
30355,"Don't forget that Villeneuve was a pantywaster who was brown-trousered-scared of the British. At the time of the battle he'd decided to retreat, but his ships were so poorly trained that they couldn't tack through the wind or stay on station, resulting in his entire fleet being a crescent-shaped smear on the ocean when Collingwood and the Royal Sovereign bum-rushed them.

About the only ship in the Combined Fleet that distinguished itself was the Redoubtable (French 74) which managed to keep the Victory off the French flagship and needed the combined attentions of both Victory and Temeraire to make it strike. As I recall, the Redoubtable lost well over half their crew dead, with the majority of the survivors wounded. Only 35 men out of 650 made it off that ship alive and uninjured."
30356,"Well, the Spaniards were led by incompetent French with a disdain for everything Spanish, and the Spanish crews were by and large convicts with no experience whatsoever; for most of them it was their first time aboard a ship. But hey, we managed to kill Nelson. Amazing how history is taught depending on where you were born, innit?"
30357,I fucking love this post.
30358,"I'm reading *War and Peace* right now. Really interesting look at those wars. Tolstoy makes them seem so inevitable, yet so pointless."
30359,"Early on, Napoleon was untouchable.  I can't remember which war it was, but he knew that he and another country would be going to war.  So this crazy mother fucker locks himself in a room for 3 days or so with maps of the entire regions.  He comes out, and informs his subordinates that the battle will end at a very specific location in a certain time range.

And he was absolutely correct.  Scary."
30360,"The Spanish Civil War is missing right there, in between the great depression and WW2. A war among two different monarchists, radical catholics, rich, fascists, democrats, poor, anarchists, communists, russians, germans, italians... Nearly every ideology in the world fought that war. There were even civil wars within the Civil War, coups d'etat on one side, the lot. In the meantime, the whole world was awaiting the outcome to see what would happen in the rest of Europe; nobody who mattered on the democracy side (France, Britain, the US) did shit because they were too scared about bothering Hitler in some way.

Maybe in 200 years' time we'll see it as the European Wars. It all started with the Franco-Prussian War in 1870, and finished with the Yugoslav War of the 90's, the collapse of the USSR, and the reunification of Germany."
30361,"Europe is the herpes of history - it's just going to flare up again, even if it doesn't seem like it now."
30362,"The Peloponnesian War.  Total war at its finest and worst, where even arch enemies become allies of convenience of coin."
