idx,text
45643,The Xbox 360 is still supported on Xbox live.
45644,Left for dead and left for dead 2 have brought me hours of joy!
45645,GRABBIN’ PILLS
45646,Get the dead space trilogy. Some of the best games on the console
45648,"If you like shooters, left for dead and left for dead 2 are worth getting. 

Multiplayer, all the zombies and swarms are random so its never the same experience and playing with a friend on the sofa cant be beaten."
45649,Just go for the Mass Effect trilogy. They are among the best games in history.
45650,"Beware , my friend, of the curse known as the ""red ring""."
45651,Happy gaming brother!
45652,I stay one to two consoles behind because the games are soooooo much cheaper.
45653,"In about ten years, those are going to be really expensive as antiques (especially if they work)"
45654,"You'll have fun, 

It's run its life span so it's got alot of games

Servers are still up for alot of games

You can browse the internet

Watch Netflix, YouTube, Twitch, ect

You can visually mod it for fun

Enjoy!"
45655,Go to G2A for cheap games
45656,Two games I really enjoyed in the Xbox 360 are Fable and Halo! Look in to them! I know you will love them.
45657,"You gotta play Gears of War 1, 2 and 3! Some of my best gaming memories playing those games, particularly Gears 2."
45658,"*”Wie het kleine niet eert, is het grote niet weerd.”*"
45659,Def get fallout 3 and new vegas as well.
45660,I guess I'm the only person on the planet who actually enjoys candy corn.
45661,"Candy Corn sisters unite! I especially love the Autumn mixes and the Mellow creams, ummmm."
45663,"Me too! But I cannot find them where I live, and only saw them once as a kid."
45665,"Candy corn is great, until you eat the 6th one. It's just a sweet headache after that."
45666,I know! I eat that shit like it's going out of style when it finally hits the shelves.
45667,I like the pumpkin candy corn the best :3
45668,"> I eat that shit 

What an appropriate turn of phrase! :D"
45669,I want candy corn just so I can [turn it into homemade Butterfinger bars.](http://candy.about.com/od/halloweencandyrecipes/r/Candy-Corn-Peanut-Butter-Bars.htm)
45670,Oh my...I need these in my life!
45671,I enjoy it too - they taste like little dollops of icing.
45672,I enjoy it.
45673,"We have a two pound bucket of candy corn for personal use this season. Fear not comrade, you are not alone."
45674,"Nope, that's high quality HFCS right there.  Good stuff. (no sarcasm)"
45675,"I don't enjoy it, it tastes awful, but for some reason, once I start eating it I just can't stop."
45676,I really do like it. I just can't eat too much or I get a headache lol
45677,I like it too! :)
45678,it's the absolute worst  D:
45679,The pumpkins are the best :)
45680,I like it better when it's a bit old and stale.
45681,"Best: Reese's, hands down

Worst: Candy Corn. Dear lord that shit is awful"
45682,"Amen. A-fucking-men.

Reese's Cups are the only correct answer here. (Alternate answer: Reese's pumpkins.)

But I have one quibble with your worst one. Candy corn is atrocious, yes, but [this abomination](http://www.candycornmms.com/mms-candy-corn-9oz.jpg) takes the cake."
45683,The Reese's pumpkins are the absolute best (along with the eggs or trees) because they have the best peanut butter to chocolate ratio.
45684,Yep. I always make sure to have a few around each of the respective holiday.
45685,I wish I had that amount of self control.. I don't even want to know how many bags I have consumed.
45686,"Reese's are like Kraft Mac & Cheese, the themed shapes taste the best!"
45687,They're also the freshest!
45688,Amen. when you step up to the larger ones they get disgusting
45689,White chocolate anything is the worst.
45690,White chocolate is the absence of chocolate. Blech.
45691,Look at his face!
45692,Agreed! Im glad someone else out there has some fucking sense
45693,"Ugh, I tried them. It was like somebody dunked an orangsicle in sugar. Blech."
45694,whaaaaaaat? I love those!
45695,Even the M&M dude looks pissed.
45696,"As a huge lover of candy corn and white chocolate, that stain that calls itself M&Ms made me want to burn something down just to get the taste out of my mouth."
45697,"Wow, even the M&M dude doesn't look happy about representing these."
45699,THEY WASH IT
45700,"I love that bit! After hearing it, I never looked at candy corn the same again"
45701,Came here to say this. Reese's is the god of all candy. It's been my favorite candy since I was a little kid. Peanut butter lovers unite!
45702,"I was at Baskin Robbins (ice cream place) with my friends, and one of them got a scoop as ""candy corn"" ice cream. We couldn't figure out what it would taste like. Wax? High Fructose corn syrup? It literally has no flavor."
