idx,query,text
54260,best medicine for a cold,I don't know maybe you got sick a bunch which made your immune system adapt and get better at fighting infections
50914,best rap album,More than twelve I've heard
19288,best YouTube video,"""You are Carol, right?""

""I used to be; I can't remember anymore"""
60827,Best comedy show on Netflix,Lots of good recommendations here. Also wanted to add chris rock tambourine and Chelsea peretti's standup it's low key super amazing and avant garde.
57622,best cologne,I’ve been wearing their mahogany one for prob 4-5 years and love it too
58238,best cologne,I have that one and the sport version. Both smell amazing.
20532,best workout music,Vicarious - Tool
9579,best toothpaste,20 comments so far but none from actual dentists wtf
7158,best iPhone,As usual : )
66045,best college in california,Those generous UC pensions aren't going to pay for themselves.
20393,best workout music,"Thy Art, Shadow of Intent, Filth, Children of Bodom, Hatebreed, Pantera."
50451,best rap album,Doggystyle > Chronic though imo. But yes 2001 is GOAT production
14976,best romantic novel,"Urgh I love the JR ward novels. I haven't read the latest ones though, just the main brothers (so first 6 I think) Are the later ones still good?"
27254,best stocks to buy,Haha the dryness of this comment is gold. Thanks for the laugh mate
56762,best desktop monitor,"60Hz, I have seen no input lag or image degradation over the year I have had them either"
56609,best desktop monitor,Can you elaborate more which ones you use?
51224,best rap album,"Maybe it's recency bias. I think all the samples on the album are beautifully mixed, you've got catchy songs like Father Stretch pt.1, soul in Ultralight Beam, and in general it's unique compared to his other albums. I can get how people would dislike it though"
46327,best trick or treating candy,Oh man this is awesome ha ha. I might have to try this once in my life. :)
23546,best car racing video game,"Need For Speed Most Wanted/Carbon/Underground. Pretty old game YES, but to my knowledge we never got better after those.

EDIT: Had many reply, thanks guys ! I will take a look at NFS Heat, but I want to point out at people who still play the old NFS to use VSR/DSR (Virtual Super Resolution AMD GPU/ Dynamic Super Resolution NVIDIA GPU).

VSR/DSR will make your GPU render the game at higher resolution (2K/4k/6k), then downscale to your screen resolution. This will improve the look of the game, sharpness with low impact on your GPU. (deactivate all Anti Aliasing when using this)"
44352,best items under $100,"I spent a buck on a back scratcher.  I don't know how I lived without one.  Best purchase I ever made!  Sometimes, it's the little things."
21287,best workout music,I want to see you work out for me!
60256,best freezer brand,"What do I think? Murder, mostly."
50758,best rap album,"Fuck, the year *is* half over, isn't it?

I think it might be Praty for Haiti for me"
18097,best Kardashian,So my sister's bestie brother is a producer and KUWTK was one of his first shows post graduation(he is listed in the credits) and out of all of complaints he had it always came back to Khloe just being super loud and bossy and annoying.
29910,best money managing app,Mint and Airtable are useful too for budgets.
