idx,text,query
8733,"I have had three separate dentists and dental hygienists say the same thing to me: If they had to choose between having me ***ONLY*** brush my teeth, or ***ONLY*** floss, they would rather I floss, without question. It's simply the far more important of the two cleaning procedures (their words), as the vast majority of cavities start in the spaces between the teeth and below the gum lines, not on the totally-exposed surfaces of the teeth.",best toothpaste
27960,"Momma's homemade, from scratch, buttermilk biscuits and sausage gravy.  Don't forget the glass of ice cold milk.  Yum!!!",best breakfast foods
43622,A good every day carry pocket knife. I use mine serveral times a day.,best items under $100
44457,"I got caught in the grand canyon once without one.  It had snowed recently and I had to all but feel my way out.  It went from decent winter afternoon light to pitch black in about 10 minutes.  I was working there and routinely did a 45 minute after shift hike.  15 down, 30 up.  I turned around as soon as the clouds rolled in, and it still took me more than an hour to get back up, nerves at maximum the whole way.  Got a light the next day.  Never go without it.  If I'm in a group, I'll bring a spare.  Because I've had that hike as well, where I was the only one with a head lamp and that wasn't a lot better.",best items under $100
11359,"says someone who is a dad, rather than someone who has a dad",best gifts for dad
71994,"Just watched for my second time, partners first.

She said exactly that.",best movies with a cool twist
63109,"does it have to be udemy? because i'd actually recommend kent c. dodds course on egghead: https://egghead.io/courses/the-beginner-s-guide-to-react

he's an excellent teacher and author of the de facto standard framework for testing react components, the ""react testing library"".


if you're new to (modern) javascript in general, i'd recommend a course that goes over the basic language constructs first though. for example:
- https://egghead.io/courses/learn-es6-ecmascript-2015
- https://es6.io/",Best online React course
14879,I was wondering if that was the one you had... nice!!,best romantic novel
65311,"Thank you so much for this! I was feeling hopeless and overwhelmed, trying to figure out my cell phone options. And then I found this! You are an artist, Stetson.",best phone service company
68173,"Iain M Banks - All of them . 
Verner Vinge - A fire upon the deep .    
Ursula le Guin - Left Hand of Darkness .  
Frank Herbert - Dune .  
Philip K Dick - short story collection .",best science fiction novel
62439,I just wish there was more music.  I’m probably around 80 hours in and going crazy with how much certain songs get repeated.,Best RPG game on PS4
63783,"Reading this book at the moment and have stopped drinking those silly energy drinks as a result. Seems like a small thing but I was powering through those every day, the book made me realise the routine I had and as a result was simple to change it. Great book",best books for building better habits reddit
32069,"When I was roughly 13 or so years old, my parents went to a silent auction that was being held by the company my father worked at. This company is a subsidiary of Warren Buffet’s so many, very wealthy people are employed.

Anyway, one of the items up for bid, was a trip where the winners would stay at a private villa on the Mediterranean Sea somewhere on the coast of Italy (can’t remember exactly where) my parents bid on the trip and ended up winning. I don’t remember exactly who the man was that owned the villa, but obviously someone stupid rich. 

This was a magnificent villa, straight out of the movies type of shit. Complete with a live in staff of 3 and a private beach/cove down from a cliff that you accessed via golf cart. We spent our days swimming in our own private  Mediterranean beach....what. 

The woman staff member, Angela, was the cook. An incredibly kind hearted woman. On that trip I ate some of the best food of my entire life and drank homemade limoncello every night. These meals were marathons. Course after course of the best Italian food I have ever had. Nothing I’ve had either in the states OR Italy for that matter has come even remotely close. 

Definitely a once in a lifetime opportunity, that I am eternally thankful that my parents were able to provide for me. I’ve had some other incredible travel experiences, but nothing that even comes remotely close. I think my brother still has the limoncello recipe written down somewhere, definitely need to find that one.",best hotel to live in
60686,John Mulaney,Best comedy show on Netflix
17193,dead cells and minecraft,best iOS game
7300,"Bought my XR dis June 2020. For its still the best phone up to this year. No lag issues, no bugs, camera’s still at the peak, processor’s still fast and lastly the battery is so great! 1 charge for just a day!",best iPhone
47932,"I'm also interested to know. I'm building a new house with mid century modern style in mind, with lots of white/gray/cool colors (white cabinets, gray countertops, white trim, etc.) Which wall color would go best with this style?",best color to paint with
9457,"They keep the actual copolymer under wraps, its their secret! The thing with triclosan is if you brush with it, it washes away very easily and within minutes after brushing plaque starts forming around the teeth again. What the copolymer apparently does is stick the triclosan to the tooth for 12 hours so it stays active and prevents plaque build up. This is why colgate claims 12 hour protection when none of the other brands do.",best toothpaste
34561,"He gave the league legitimacy.  Without Jim Thorpe, the NFL might never have gotten off the ground, and there might not be any NFL Top 100 to even discuss.",best NFL player
38438,"I read one every morning, and write some of it the day before.",best newspapers to read
54987,"I would recommend checking out their [website](http://www.brita.ca/). If you do this, and compare with the municipal regulations in your area (or state or province, however water your water is regulated) you'll have a better understanding of what Brita can or can't do. If you can't find your local regulations, check out the EPA or WHO websites. They offer a good explanation of what should and shouldn't be in your water from a health focus. 

A Brita is not designed for removal of potentially harmful (i.e. pathogens) contamination. Also, Brita maintenance is super important. An old filter is probably doing more harm than good.",best water filter
11979,"What? So you mean my dad doesn't enjoy his annual ""Best father ever"" mug. :(",best gifts for dad
55826,Congo (1995),best action and adventure movie
58869,☺💖,best perfume
14700,"I did this for a university english class. It had minimal romance, but the Narrator's love for her husband was so loyal and beautiful.",best romantic novel
