idx,text,query
68444,"Ok, that's really funny.",best science fiction novel
32948,"Damn, that sucks.",best energy drink
68062,"I love scifi books, but I just couldn't get through the Neuromancer. I hate starting books and not finishing them, but the Neuromancer is so hard to understand. I've heard partly its because it hasn't aged well, a lot of the language/terms used don't apply much anymore. Has anyone else experienced this?",best science fiction novel
30431,Plus the beards were *amazing*.,best Mexican war to study
58513,"Pacha psicodelic is the best fragrance for a guy, it's absolutely gorgeous.",best cologne
38374,Your local NPR affiliate,best newspapers to read
8795,Bad,best toothpaste
18281,"unprocessed, even.",best YouTube video
64829,"+1 for El Sitio
Thai food: Galanga
Burgers: Mesa Burger
Brewery/Burgers: Modern Times or Brewhouse",best places to eat in Santa Barbara
73877,"Thanks! How did the quality of the Paperlike hold up over time? Did the picture sharpness/clarify worsen at all due to wear and scratches over time? Also, how was the picture quality with Elecom compared to Paperlike?

Edit: fixed wording of last question",best matte screen protector for ipad
39420,"Firefox is literally the fastest and most efficient since the last update. It's also open source and (kinda) privacy-centered. With the right plug-ins and search engines, Google, Amazon, Facebook and other tech giants will never be able to track you and know everything about what you do online. 

Make sure to use DuckDuckGo or some other search engine that doesn't log your searches and doesn't show you personalized ads. 

Get HTTPS Everywhere, the DuckDuckGo add-on and uBlock Origin.",best web browser
35021,The list is stupid but your take is even dumber,best NFL player
48146,"totally, man.",best color to paint with
9589,Sugar.,best toothpaste
14417,Sorry! I try to remind that on every post but this time it slipped my mind. I'll edit that to include it,best romantic novel
56355,"Waiting for the 42"" OLED panel from LG that was announced. Will make everything else obsolete in my opinion.",best desktop monitor
52114,"I have a 6 Plus but I use this [case](http://www.incipio.com/cases/iphone-cases/iphone-6-plus-cases/dualpro-hard-shell-case-with-impact-absorbing-core-iphone-6-plus.html) I always felt the phone was a little thin and this case makes it feel perfect. Still slim but it feels sturdier. The only problem I encounter is the headphone hole is too small for a couple aux chords I have encountered, but everyone I own fits perfectly.",best iphone case
9462,"Not me, but my father apparently uses Colgate.

https://imgur.com/zgG5rYU",best toothpaste
55931,It's the best of the Disney Star Wars movies,best action and adventure movie
23012,"> He also looks like he's made of wax

Turtle Wax.",best celebrity
3918,They will if it's an accredited school.,best online college
59887,forever red,best perfume
31103,"International affairs is kinda known as the ironic killer of dreams for moving abroad, so realistically you will need to change unless you're moving by proxy from your boyfriend's career.

I would also bear in mind that pretty much every country pays programmers significantly less than the US so if this is where you're coming from you might find that together you are worse off even considering the guaranteed healthcare etc.",best country to live in
34525,Jay Cutler,best NFL player
18827,"There are a lot of things at play here that are really quite well executed for someone as young as you were. I watched that all the way through and even felt like I connected with it on an intellectual level, which is more than I can say about anything I've ever seen by an 11-or-12-year-old, ever. If you have an unrelated day job nowadays, I'd say pick up the hobby again. You got some serious talent lurking there, bud.",best YouTube video
