idx,text,query
60493,You mean Shop Talkerman?,Best comedy show on Netflix
7323,"I see. Although it isn't on my list, this sale on the [**ASUS ROG Zephyrus M16**](https://www.ebay.com/itm/324785390347?epid=14049005636&hash=item4b9eb7c30b:g:nxgAAOSwKbxhO58u&mkcid=1&mkrid=711-53200-19255-0&siteid=0&campid=5338636961&customid=&toolid=10001&mkevt=1) is a solid choice. i9-11900H, RTX 3060 graphics, and a QHD+ 16"" 165Hz IPS display. Battery life is \~6 hours for light use. [Here's a link to my review on it.](https://www.youtube.com/watch?v=4_eYnQ5VgTU)",best laptop for general use
54227,Will have to look into that have tried pretty well every drug possible.,best medicine for a cold
24364,"Haruhi at number 10! I feel kinda vindicated after years of people trying to convince me it wasn't that great anymore.

Also Utena at 3 is really cool, wouldn't have expected that at all (though I was certain it would be on this list).",best anime
30520,"He said much more; you’re only using one line to support an argument.  

Grant said the following .... “I’m opposed to the war as it would bring in new slave supporting territories; in opposing the measure felt the war was unjustifiable” 

However he also went on to write that subsequent Union victory in the civil war admonished the Mexican secession.  

Grant would go on to lead the industrialization of those lands he felt were so wrongly acquired..... lining his coffers. 

One fact remains he benefited from two North American Wars; without those wars .... he’s a drunk and a debtor.",best Mexican war to study
2964,"In the university I work at we use Zoom and people really don't care as as long as they can be seen and heard.

Same goes for good quality microphones.",best webcamera
14025,You can use tht but other apps have way better interfaces,best place to get free books
66983,"I think Pep's Barca were better. If Barcelona can continue their current form for a long time, then they can be the best.",best soccer team in the world
34005,I agree but I feel it's much better because it doesn't have HMS( I know s and m also didn't have) and we had a pc that's anytime accessible and Pokemon camp is my dream come true and overworld Pokemon are also good and I don't care about dexcut because I only play with Pokemon in that region and the music is damn good and I like the artstyle,best Pokemon game
16190,Jomashop has great deals on RayBans,best sunglasses for fashion
46052,"Imagine a fist-sized wad of that sweet-and-salty kettle corn with enough sweet stuff to hold it together. There are some commercially prepared, individually packaged. Go find one, and enjoy.",best trick or treating candy
55025,Anywhere on the AT.  From what I've heard its easier in the north but you'll want to wait till spring/summer because hiking in snow is a bitch.,best places to hike in the east coast
19186,i end up smiling all the time watching that video,best YouTube video
22528,Val Kilmer.  He seems like a dude you would like to have as a neighbor.,best celebrity
36128,"I was really hoping I'd see this here. I LOVE picklebacks, but no one has any idea what the fuck I'm talking about when I try to get it at a bar, and they stare at me like I'm insane.

So *so* delicious, but oh so dangerous.",best alcoholic drink
44527,Yes! Recently got a $30 water bottle and it's so much nicer than drinking from the disposable soft plastic ones.,best items under $100
65507,For me T-Mobile was pretty bad at Keesler and non-existent at Offutt. Verizon has been great everywhere I've tried it.,best phone service company
38259,"Which is why Economics is not and will never be Psychohistory. But when talking on the large scale, the numbers are pretty damn useful, if not for predicting (as so many laymen expect of the discipline), most definitely for *understanding*.",best newspapers to read
67991,"No one really talks about it, but I found This Book is Full of Spiders to be much better written than John Dies at the End.",best science fiction novel
31711,Craziest hotel story?,best hotel to live in
6711,"new old iPhone7
iPhoneSE new gen?",best iPhone
52178,"I respect ya opinion.... but both these niggas are not classified as 'definitive hip-hop artists'  
not even on the bubble....",best hiphop album
18748,"Streamer connects to own stream while streaming 

http://youtu.be/fC8yl41v168

Oh my god....",best YouTube video
50750,"You could very well still have it in your top list even if you listened to 1000 albums. 

Some of my favorite projects this year haven’t been very loved.",best rap album
58616,"I think ultramale is sweeter than eros. In the sweet part of fragrances I think ultramale is one of the best, imo",best cologne
